country,subj_id,gender,age,experimenter,location,target_cat,target_orig,target,sequence,trial,question_cat,question,clarification,response_orig,response_cat,response,comments
Ghana,gh_adults_003_ghosts,male,36,Eunice,ins,universal,ghosts,ghosts,1,20,universal,choose what to do,like when you decide between different things,no,no,0,NA
Ghana,gh_adults_003_ghosts,male,36,Eunice,ins,universal,ghosts,ghosts,1,21,universal,think about things,like when you have a thought or an idea about something,no,no,0,NA
Ghana,gh_adults_003_ghosts,male,36,Eunice,ins,universal,ghosts,ghosts,1,22,universal,hear things,like when you hear a noise,no,no,0,NA
Ghana,gh_adults_003_ghosts,male,36,Eunice,ins,universal,ghosts,ghosts,1,23,universal,remember things,like when you remember something that happened before,no,no,0,NA
Ghana,gh_adults_003_ghosts,male,36,Eunice,ins,universal,ghosts,ghosts,1,24,universal add-on,bleed if they touch something sharp,[NONE],no,no,0,NA
Ghana,gh_adults_003_ghosts,male,36,Eunice,ins,universal,ghosts,ghosts,1,25,universal add-on,have souls,[NONE],no,no,0,NA
Ghana,gh_adults_003_ghosts,male,36,Eunice,ins,universal,ghosts,ghosts,1,26,universal add-on,have minds,[NONE],no,no,0,NA
Ghana,gh_adults_004_children,female,19,Eunice,ins,universal,children,children,1,1,universal,figure out how to do things,like when you learn a new fact or understand something new,no,no,0,NA
Ghana,gh_adults_004_children,female,19,Eunice,ins,universal,children,children,1,2,universal,add and subtract numbers,like when you add two numbers together or subtract one number from another,no,no,0,NA
Ghana,gh_adults_004_children,female,19,Eunice,ins,universal,children,children,1,3,universal,feel love,like when you really like somebody and care about them a lot,yes,yes,1,NA
Ghana,gh_adults_004_children,female,19,Eunice,ins,universal,children,children,1,4,universal,get hungry,like when you feel like you need to eat something,yes,yes,1,NA
Ghana,gh_adults_004_children,female,19,Eunice,ins,universal,children,children,1,5,universal,smell things,"like when you can tell if something smells sweet, or rotten",yes,yes,1,NA
Ghana,gh_adults_004_children,female,19,Eunice,ins,universal,children,children,1,6,universal,sense when things are far away,like when you see that something is far away from you,no,no,0,NA
Ghana,gh_adults_004_children,female,19,Eunice,ins,universal,children,children,1,7,universal,feel happy,like when you feel good,yes,yes,1,NA
Ghana,gh_adults_004_children,female,19,Eunice,ins,universal,children,children,1,8,universal,get hurt feelings,like when you feel bad because somebody insulted you or said something mean about you,yes,yes,1,NA
Ghana,gh_adults_004_children,female,19,Eunice,ins,universal,children,children,1,9,universal,get angry,like when you feel mad,no,no,0,NA
Ghana,gh_adults_004_children,female,19,Eunice,ins,universal,children,children,1,10,universal,"feel sick, like when you feel like you might vomit",[NONE],yes,yes,1,NA
Ghana,gh_adults_004_children,female,19,Eunice,ins,universal,children,children,1,11,universal,feel pain,like when something hurts you,yes,yes,1,NA
Ghana,gh_adults_004_children,female,19,Eunice,ins,universal,children,children,1,12,universal,sense temperatures,like when you can tell if something is warm or cool,yes,yes,1,NA
Ghana,gh_adults_004_children,female,19,Eunice,ins,universal,children,children,1,13,universal,feel sad,like when you feel bad or unhappy,yes,yes,1,NA
Ghana,gh_adults_004_children,female,19,Eunice,ins,universal,children,children,1,14,universal,feel tired,like when you feel sleepy,yes,yes,1,NA
Ghana,gh_adults_004_children,female,19,Eunice,ins,universal,children,children,1,15,universal,feel proud,like when you feel really good about something you did,no,no,0,NA
Ghana,gh_adults_004_children,female,19,Eunice,ins,universal,children,children,1,16,universal,pray,like when you pray,yes,yes,1,NA
Ghana,gh_adults_004_children,female,19,Eunice,ins,universal,children,children,1,17,universal,feel shy,like when you feel quiet or embarrassed,no,no,0,NA
Ghana,gh_adults_004_children,female,19,Eunice,ins,universal,children,children,1,18,universal,feel scared,like when you feel afraid,yes,yes,1,NA
Ghana,gh_adults_004_children,female,19,Eunice,ins,universal,children,children,1,19,universal,feel guilty,like when you feel bad because you did something mean,no,no,0,NA
Ghana,gh_adults_004_children,female,19,Eunice,ins,universal,children,children,1,20,universal,choose what to do,like when you decide between different things,no,no,0,NA
Ghana,gh_adults_004_children,female,19,Eunice,ins,universal,children,children,1,21,universal,think about things,like when you have a thought or an idea about something,no,no,0,NA
Ghana,gh_adults_004_children,female,19,Eunice,ins,universal,children,children,1,22,universal,hear things,like when you hear a noise,yes,yes,1,NA
Ghana,gh_adults_004_children,female,19,Eunice,ins,universal,children,children,1,23,universal,remember things,like when you remember something that happened before,no,no,0,NA
Ghana,gh_adults_004_children,female,19,Eunice,ins,universal,children,children,1,24,universal add-on,bleed if they touch something sharp,[NONE],yes,yes,1,NA
Ghana,gh_adults_004_children,female,19,Eunice,ins,universal,children,children,1,25,universal add-on,have souls,[NONE],yes,yes,1,NA
Ghana,gh_adults_004_children,female,19,Eunice,ins,universal,children,children,1,26,universal add-on,have minds,[NONE],yes,yes,1,NA
Ghana,gh_adults_005_dogs,female,31,Eunice,ins,universal,dogs,dogs,6,1,universal,choose what to do,like when you decide between different things,no,no,0,NA
Ghana,gh_adults_005_dogs,female,31,Eunice,ins,universal,dogs,dogs,6,2,universal,feel happy,like when you feel good,no,no,0,NA
Ghana,gh_adults_005_dogs,female,31,Eunice,ins,universal,dogs,dogs,6,3,universal,feel pain,like when something hurts you,yes,yes,1,NA
Ghana,gh_adults_005_dogs,female,31,Eunice,ins,universal,dogs,dogs,6,4,universal,think about things,like when you have a thought or an idea about something,no,no,0,NA
Ghana,gh_adults_005_dogs,female,31,Eunice,ins,universal,dogs,dogs,6,5,universal,feel guilty,like when you feel bad because you did something mean,no,no,0,NA
Ghana,gh_adults_005_dogs,female,31,Eunice,ins,universal,dogs,dogs,6,6,universal,feel love,like when you really like somebody and care about them a lot,yes,yes,1,NA
Ghana,gh_adults_005_dogs,female,31,Eunice,ins,universal,dogs,dogs,6,7,universal,get hungry,like when you feel like you need to eat something,yes,yes,1,NA
Ghana,gh_adults_005_dogs,female,31,Eunice,ins,universal,dogs,dogs,6,8,universal,hear things,like when you hear a noise,yes,yes,1,NA
Ghana,gh_adults_005_dogs,female,31,Eunice,ins,universal,dogs,dogs,6,9,universal,pray,like when you pray,no,no,0,NA
Ghana,gh_adults_005_dogs,female,31,Eunice,ins,universal,dogs,dogs,6,10,universal,smell things,"like when you can tell if something smells sweet, or rotten",yes,yes,1,NA
Ghana,gh_adults_005_dogs,female,31,Eunice,ins,universal,dogs,dogs,6,11,universal,sense when things are far away,like when you see that something is far away from you,no,no,0,NA
Ghana,gh_adults_005_dogs,female,31,Eunice,ins,universal,dogs,dogs,6,12,universal,get hurt feelings,like when you feel bad because somebody insulted you or said something mean about you,no,no,0,NA
Ghana,gh_adults_005_dogs,female,31,Eunice,ins,universal,dogs,dogs,6,13,universal,remember things,like when you remember something that happened before,no,no,0,NA
Ghana,gh_adults_005_dogs,female,31,Eunice,ins,universal,dogs,dogs,6,14,universal,sense temperatures,like when you can tell if something is warm or cool,no,no,0,NA
Ghana,gh_adults_005_dogs,female,31,Eunice,ins,universal,dogs,dogs,6,15,universal,feel scared,like when you feel afraid,yes,yes,1,NA
Ghana,gh_adults_005_dogs,female,31,Eunice,ins,universal,dogs,dogs,6,16,universal,feel shy,like when you feel quiet or embarrassed,no,no,0,NA
Ghana,gh_adults_005_dogs,female,31,Eunice,ins,universal,dogs,dogs,6,17,universal,figure out how to do things,like when you learn a new fact or understand something new,no,no,0,NA
Ghana,gh_adults_005_dogs,female,31,Eunice,ins,universal,dogs,dogs,6,18,universal,feel sad,like when you feel bad or unhappy,no,no,0,NA
Ghana,gh_adults_005_dogs,female,31,Eunice,ins,universal,dogs,dogs,6,19,universal,"feel sick, like when you feel like you might vomit",[NONE],yes,yes,1,NA
Ghana,gh_adults_005_dogs,female,31,Eunice,ins,universal,dogs,dogs,6,20,universal,feel proud,like when you feel really good about something you did,no,no,0,NA
Ghana,gh_adults_005_dogs,female,31,Eunice,ins,universal,dogs,dogs,6,21,universal,get angry,like when you feel mad,yes,yes,1,NA
Ghana,gh_adults_005_dogs,female,31,Eunice,ins,universal,dogs,dogs,6,22,universal,add and subtract numbers,like when you add two numbers together or subtract one number from another,no,no,0,NA
Ghana,gh_adults_005_dogs,female,31,Eunice,ins,universal,dogs,dogs,6,23,universal,feel tired,like when you feel sleepy,no,no,0,NA
Ghana,gh_adults_005_dogs,female,31,Eunice,ins,universal,dogs,dogs,6,24,universal add-on,have minds,[NONE],kind of,kind of,0.5,NA
Ghana,gh_adults_005_dogs,female,31,Eunice,ins,universal,dogs,dogs,6,25,universal add-on,have souls,[NONE],no,no,0,NA
Ghana,gh_adults_005_dogs,female,31,Eunice,ins,universal,dogs,dogs,6,26,universal add-on,bleed if they touch something sharp,[NONE],yes,yes,1,NA
Ghana,gh_adults_006_mice,male,36,Eunice,ins,universal,mice,mice,3,1,universal,feel tired,like when you feel sleepy,yes,yes,1,NA
Ghana,gh_adults_006_mice,male,36,Eunice,ins,universal,mice,mice,3,2,universal,add and subtract numbers,like when you add two numbers together or subtract one number from another,no,no,0,NA
Ghana,gh_adults_006_mice,male,36,Eunice,ins,universal,mice,mice,3,3,universal,get angry,like when you feel mad,no,no,0,NA
Ghana,gh_adults_006_mice,male,36,Eunice,ins,universal,mice,mice,3,4,universal,feel proud,like when you feel really good about something you did,no,no,0,NA
Ghana,gh_adults_006_mice,male,36,Eunice,ins,universal,mice,mice,3,5,universal,"feel sick, like when you feel like you might vomit",[NONE],yes,yes,1,NA
Ghana,gh_adults_006_mice,male,36,Eunice,ins,universal,mice,mice,3,6,universal,feel sad,like when you feel bad or unhappy,no,no,0,NA
Ghana,gh_adults_006_mice,male,36,Eunice,ins,universal,mice,mice,3,7,universal,figure out how to do things,like when you learn a new fact or understand something new,no,no,0,NA
Ghana,gh_adults_006_mice,male,36,Eunice,ins,universal,mice,mice,3,8,universal,feel shy,like when you feel quiet or embarrassed,no,no,0,NA
Ghana,gh_adults_006_mice,male,36,Eunice,ins,universal,mice,mice,3,9,universal,feel scared,like when you feel afraid,no,no,0,NA
Ghana,gh_adults_006_mice,male,36,Eunice,ins,universal,mice,mice,3,10,universal,sense temperatures,like when you can tell if something is warm or cool,no,no,0,NA
Ghana,gh_adults_006_mice,male,36,Eunice,ins,universal,mice,mice,3,11,universal,remember things,like when you remember something that happened before,no,no,0,NA
Ghana,gh_adults_006_mice,male,36,Eunice,ins,universal,mice,mice,3,12,universal,get hurt feelings,like when you feel bad because somebody insulted you or said something mean about you,no,no,0,NA
Ghana,gh_adults_006_mice,male,36,Eunice,ins,universal,mice,mice,3,13,universal,sense when things are far away,like when you see that something is far away from you,no,no,0,NA
Ghana,gh_adults_006_mice,male,36,Eunice,ins,universal,mice,mice,3,14,universal,smell things,"like when you can tell if something smells sweet, or rotten",yes,yes,1,NA
Ghana,gh_adults_006_mice,male,36,Eunice,ins,universal,mice,mice,3,15,universal,pray,like when you pray,no,no,0,NA
Ghana,gh_adults_006_mice,male,36,Eunice,ins,universal,mice,mice,3,16,universal,hear things,like when you hear a noise,yes,yes,1,NA
Ghana,gh_adults_006_mice,male,36,Eunice,ins,universal,mice,mice,3,17,universal,get hungry,like when you feel like you need to eat something,yes,yes,1,NA
Ghana,gh_adults_006_mice,male,36,Eunice,ins,universal,mice,mice,3,18,universal,feel love,like when you really like somebody and care about them a lot,no,no,0,NA
Ghana,gh_adults_006_mice,male,36,Eunice,ins,universal,mice,mice,3,19,universal,feel guilty,like when you feel bad because you did something mean,no,no,0,NA
Ghana,gh_adults_006_mice,male,36,Eunice,ins,universal,mice,mice,3,20,universal,think about things,like when you have a thought or an idea about something,no,no,0,NA
Ghana,gh_adults_006_mice,male,36,Eunice,ins,universal,mice,mice,3,21,universal,feel pain,like when something hurts you,yes,yes,1,NA
Ghana,gh_adults_006_mice,male,36,Eunice,ins,universal,mice,mice,3,22,universal,feel happy,like when you feel good,no,no,0,NA
Ghana,gh_adults_006_mice,male,36,Eunice,ins,universal,mice,mice,3,23,universal,choose what to do,like when you decide between different things,no,no,0,NA
Ghana,gh_adults_006_mice,male,36,Eunice,ins,universal,mice,mice,3,24,universal add-on,have souls,[NONE],no,no,0,NA
Ghana,gh_adults_006_mice,male,36,Eunice,ins,universal,mice,mice,3,25,universal add-on,bleed if they touch something sharp,[NONE],no,no,0,NA
Ghana,gh_adults_006_mice,male,36,Eunice,ins,universal,mice,mice,3,26,universal add-on,have minds,[NONE],no,no,0,NA
Ghana,gh_adults_007_chickens,female,55,Eunice,ins,universal,chickens,chickens,1,1,universal,figure out how to do things,like when you learn a new fact or understand something new,no,no,0,NA
Ghana,gh_adults_007_chickens,female,55,Eunice,ins,universal,chickens,chickens,1,2,universal,add and subtract numbers,like when you add two numbers together or subtract one number from another,no,no,0,NA
Ghana,gh_adults_007_chickens,female,55,Eunice,ins,universal,chickens,chickens,1,3,universal,feel love,like when you really like somebody and care about them a lot,no,no,0,NA
Ghana,gh_adults_007_chickens,female,55,Eunice,ins,universal,chickens,chickens,1,4,universal,get hungry,like when you feel like you need to eat something,yes,yes,1,NA
Ghana,gh_adults_007_chickens,female,55,Eunice,ins,universal,chickens,chickens,1,5,universal,smell things,"like when you can tell if something smells sweet, or rotten",yes,yes,1,NA
Ghana,gh_adults_007_chickens,female,55,Eunice,ins,universal,chickens,chickens,1,6,universal,sense when things are far away,like when you see that something is far away from you,no,no,0,NA
Ghana,gh_adults_007_chickens,female,55,Eunice,ins,universal,chickens,chickens,1,7,universal,feel happy,like when you feel good,no,no,0,NA
Ghana,gh_adults_007_chickens,female,55,Eunice,ins,universal,chickens,chickens,1,8,universal,get hurt feelings,like when you feel bad because somebody insulted you or said something mean about you,no,no,0,NA
Ghana,gh_adults_007_chickens,female,55,Eunice,ins,universal,chickens,chickens,1,9,universal,get angry,like when you feel mad,no,no,0,NA
Ghana,gh_adults_007_chickens,female,55,Eunice,ins,universal,chickens,chickens,1,10,universal,"feel sick, like when you feel like you might vomit",[NONE],yes,yes,1,NA
Ghana,gh_adults_007_chickens,female,55,Eunice,ins,universal,chickens,chickens,1,11,universal,feel pain,like when something hurts you,no,no,0,NA
Ghana,gh_adults_007_chickens,female,55,Eunice,ins,universal,chickens,chickens,1,12,universal,sense temperatures,like when you can tell if something is warm or cool,no,no,0,NA
Ghana,gh_adults_007_chickens,female,55,Eunice,ins,universal,chickens,chickens,1,13,universal,feel sad,like when you feel bad or unhappy,no,no,0,NA
Ghana,gh_adults_007_chickens,female,55,Eunice,ins,universal,chickens,chickens,1,14,universal,feel tired,like when you feel sleepy,no,no,0,NA
Ghana,gh_adults_007_chickens,female,55,Eunice,ins,universal,chickens,chickens,1,15,universal,feel proud,like when you feel really good about something you did,no,no,0,NA
Ghana,gh_adults_007_chickens,female,55,Eunice,ins,universal,chickens,chickens,1,16,universal,pray,like when you pray,no,no,0,NA
Ghana,gh_adults_007_chickens,female,55,Eunice,ins,universal,chickens,chickens,1,17,universal,feel shy,like when you feel quiet or embarrassed,no,no,0,NA
Ghana,gh_adults_007_chickens,female,55,Eunice,ins,universal,chickens,chickens,1,18,universal,feel scared,like when you feel afraid,no,no,0,NA
Ghana,gh_adults_007_chickens,female,55,Eunice,ins,universal,chickens,chickens,1,19,universal,feel guilty,like when you feel bad because you did something mean,no,no,0,NA
Ghana,gh_adults_007_chickens,female,55,Eunice,ins,universal,chickens,chickens,1,20,universal,choose what to do,like when you decide between different things,no,no,0,NA
Ghana,gh_adults_007_chickens,female,55,Eunice,ins,universal,chickens,chickens,1,21,universal,think about things,like when you have a thought or an idea about something,no,no,0,NA
Ghana,gh_adults_007_chickens,female,55,Eunice,ins,universal,chickens,chickens,1,22,universal,hear things,like when you hear a noise,no,no,0,NA
Ghana,gh_adults_007_chickens,female,55,Eunice,ins,universal,chickens,chickens,1,23,universal,remember things,like when you remember something that happened before,no,no,0,NA
Ghana,gh_adults_007_chickens,female,55,Eunice,ins,universal,chickens,chickens,1,24,universal add-on,bleed if they touch something sharp,[NONE],yes,yes,1,NA
Ghana,gh_adults_007_chickens,female,55,Eunice,ins,universal,chickens,chickens,1,25,universal add-on,have souls,[NONE],no,no,0,NA
Ghana,gh_adults_007_chickens,female,55,Eunice,ins,universal,chickens,chickens,1,26,universal add-on,have minds,[NONE],no,no,0,NA
Ghana,gh_adults_008_dogs,female,NA,Eunice,ins,universal,dogs,dogs,3,1,universal,feel tired,like when you feel sleepy,yes,yes,1,NA
Ghana,gh_adults_008_dogs,female,NA,Eunice,ins,universal,dogs,dogs,3,2,universal,add and subtract numbers,like when you add two numbers together or subtract one number from another,no,no,0,NA
Ghana,gh_adults_008_dogs,female,NA,Eunice,ins,universal,dogs,dogs,3,3,universal,get angry,like when you feel mad,no,no,0,NA
Ghana,gh_adults_008_dogs,female,NA,Eunice,ins,universal,dogs,dogs,3,4,universal,feel proud,like when you feel really good about something you did,no,no,0,NA
Ghana,gh_adults_008_dogs,female,NA,Eunice,ins,universal,dogs,dogs,3,5,universal,"feel sick, like when you feel like you might vomit",[NONE],yes,yes,1,NA
Ghana,gh_adults_008_dogs,female,NA,Eunice,ins,universal,dogs,dogs,3,6,universal,feel sad,like when you feel bad or unhappy,no,no,0,NA
Ghana,gh_adults_008_dogs,female,NA,Eunice,ins,universal,dogs,dogs,3,7,universal,figure out how to do things,like when you learn a new fact or understand something new,no,no,0,NA
